pfaf_id,FID,area_km2,ISO,Admin0,Admin1,rfr_score,cfr_score,Resilience_Index, NormalizedLackofResilience ,FID_x,FID_y,Alert_level,Days_until_peak,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_Score,PeakArrivalScore,TwoYScore,FiveYScore,TwtyYScore,Sum_Score_x,GFMS_TotalArea_km,GFMS_perc_Area,GFMS_MeanDepth,GFMS_MaxDepth,GFMS_Duration,GFMS_area_score,GFMS_perc_area_score,MeanD_Score,MaxD_Score,Duration_Score,Sum_Score_y,MOM_Score,Hazard_Score,Scaled_Riverine_Risk,Scaled_Coastal_Risk,Flag,1-Day_TotalArea_km2,1-Day_perc_Area,1-Day_CS_TotalArea_km2,1-Day_CS_perc_Area,2-Day_TotalArea_km2,2-Day_perc_Area,3-Day_TotalArea_km2,3-Day_perc_Area,DFO_area_1day_score,DFO_percarea_1day_score,DFO_area_2day_score,DFO_percarea_2day_score,DFO_area_3day_score,DFO_percarea_3day_score,DFOTotal_Score,onedayFlood_Area_km,onedayperc_Area,fivedayFlood_Area_km,fivedayperc_Area,VIIRS_area_1day_score,VIIRS_percarea_1day_score,VIIRS_area_5day_score,VIIRS_percarea_5day_score,VIIRSTotal_Score,Totalpop,VIIRS_impactpop,VIIRS_impactpop_percent,Severity,Alert
111011,0.0,1894.935871,EGY,Egypt,As Suways,4.180674079,0.0,0.55,0.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.359411201434651,83.61348158,0.0,,4.25,0.224,3.125,0.165,0.188,0.01,0.0,0.0,0.03125,0.165,0.00282,0.015,0.0,0.0,0.2140699999999999,0.0,0.0,6.1875,0.3265282004099003,0.0,0.0,0.2165625,1.1428487014346511,1.359411201434651,326082,,,0.0063978144187103,Information
111013,2.0,895.121761,EGY,Egypt,As Suways,4.008111796,0.0,0.55,0.63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,14.865596180657398,80.16223592,0.0,,2.312,0.258,2.0,0.223,0.875,0.098,0.188,0.021,0.02,0.223,0.013125,0.147,0.0046999999999999,0.0525,0.460325,17.4375,1.94805899700808,27.421875,3.0634798743272222,0.2615625,2.92208849551212,0.959765625,10.722179560145278,14.865596180657398,8152,,,0.3864675362532879,Advisory
111015,4.0,16672.32333,EGY,Egypt,Al Bahr al Ahmar,4.159506062,1.332958752,0.55,0.63,4.0,,,,,,,,,,,,,,,,,,,,,,,,,25.907703297386053,83.19012124,26.65917504,3.0,36.938,0.222,24.375,0.146,9.625,0.058,5.312,0.032,0.24375,0.146,0.144375,0.087,0.1328,0.08,0.8339249999999999,190.40625,1.1420498883866548,381.09375,2.285786704230306,2.85609375,1.713074832579982,13.33828125,8.000253464806072,25.907703297386053,292552,42914.0,14.67,0.6673377190567971,Watch
111017,6.0,8665.540548,EGY,Egypt,Al Bahr al Ahmar,4.007958344,0.0,0.55,0.63,6.0,,,,,,,,,,,,,,,,,,,,,,,,,7.445422145468173,80.15916688000001,0.0,,8.125,0.094,7.0,0.081,3.562,0.041,1.125,0.013,0.07,0.081,0.05343,0.0615,0.028125,0.0325,0.326555,39.796875,0.4592543855441386,81.703125,0.9428508763291328,0.596953125,0.6888815783162079,2.859609375,3.2999780671519647,7.445422145468173,50483,,,0.163507835535066,Information
111019,8.0,6579.747718,EGY,Egypt,Al Bahr al Ahmar,4.101170927,0.0,0.55,0.63,8.0,,,,,,,,,,,,,,,,,,,,,,,,,8.83746405553827,82.02341854,0.0,,9.625,0.146,9.0,0.137,4.812,0.073,3.188,0.048,0.09,0.137,0.07218,0.1094999999999999,0.0797,0.12,0.6083799999999999,41.203125,0.6262113194758273,82.546875,1.2545598789498655,0.618046875,0.939316979213741,2.889140625,4.390959576324529,8.83746405553827,1847,,,0.2388303901824312,Information
158650,2805.0,28654.40401,EGY,Egypt,Matrouh,0.010599425,0.0,0.55,0.63,2805.0,,,,,,,,,,,,,,,,,,,,,,,,,1.676958835679938,0.2119885,0.0,,11.438,0.04,11.375,0.04,5.938,0.021,3.625,0.013,0.11375,0.04,0.08907,0.0315,0.090625,0.0325,0.397445,2.8125,0.0098152451511298,34.3125,0.1197459908437838,0.0421875,0.0147228677266947,1.2009375,0.4191109679532433,1.676958835679938,28546,,,2.1937440302329265e-05,Information
171000,3130.0,16410.89801,EGY,Egypt,Al Buhayrah,4.000368882,3.233220159,0.55,0.63,3130.0,,,,,,,,,,,,,,,,,,,,,,,,,5.6703225531243175,80.00737764,64.66440318,,111.375,0.679,17.25,0.105,0.0,0.0,0.0,0.0,0.1725,0.105,0.0,0.0,0.0,0.0,0.2774999999999999,0.28125,0.0017138001820988,100.546875,0.6126835651003342,0.00421875,0.0025707002731482,3.519140625,2.1443924778511696,5.6703225531243175,10195868,,,0.1038135215941222,Information
172111,3132.0,25391.76841,EGY,Egypt,Bani Suwayf,3.367829483,0.004255481,0.55,0.63,3132.0,,,,,,,,,,,,,,,,,,,,,,,,,5.368635054404277,67.35658966,0.08510962,,185.125,0.729,53.438,0.21,0.438,0.002,0.0,0.0,0.5343800000000001,0.21,0.00657,0.003,0.0,0.0,0.75395,1.828125,0.0071996757784795,109.265625,0.4303190830675878,0.027421875,0.0107995136677192,3.824296875,1.5061167907365574,5.368635054404277,28310172,,,0.0355319182828159,Information
172113,3134.0,18622.80589,EGY,Egypt,Asyut,3.470353853,0.0,0.55,0.63,3134.0,3134.0,1.0,3.0,100.0,2.0,-9999.0,3.0,8.0,10.0,0.2,-999.9,-1957.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1957.4,11.72328451462919,69.40707706,0.0,,41.75,0.224,40.438,0.217,6.812,0.037,1.312,0.007,0.40438,0.217,0.1021799999999999,0.0554999999999999,0.0328,0.0175,0.82936,99.0,0.5316062496863846,175.5,0.9423928971713182,1.485,0.7974093745295769,6.1425,3.2983751400996137,11.72328451462919,9423649,,,0.1687310874401232,Information
172115,3136.0,12900.15886,EGY,Egypt,Suhaj,3.693633873,0.0,0.55,0.63,3136.0,,,,,,,,,,,,,,,,,,,,,,,,,14.036992102633056,73.87267746,0.0,,27.562,0.214,27.25,0.211,6.812,0.053,0.5,0.004,0.2725,0.211,0.1021799999999999,0.0795,0.0125,0.01,0.68768,73.6875,0.5712138959238344,194.34375,1.5065221453563724,1.1053125,0.8568208438857516,6.80203125,5.272827508747303,14.036992102633056,3262549,,,0.2672059062431013,Information
