pfaf_id,FID,area_km2,ISO,Admin0,Admin1,rfr_score,cfr_score,Resilience_Index, NormalizedLackofResilience ,FID_x,FID_y,Alert_level,Days_until_peak,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_Score,PeakArrivalScore,TwoYScore,FiveYScore,TwtyYScore,Sum_Score_x,GFMS_TotalArea_km,GFMS_perc_Area,GFMS_MeanDepth,GFMS_MaxDepth,GFMS_Duration,GFMS_area_score,GFMS_perc_area_score,MeanD_Score,MaxD_Score,Duration_Score,Sum_Score_y,MOM_Score,Hazard_Score,Rain_TotalArea_km,perc_Area,MeanRain,MaxRain,HWRF_area_score,HWRF_percarea_score,MeanRain_Score,MaxRain_Score,HWRFTot_Score,Flag,Scaled_Riverine_Risk,Scaled_Coastal_Risk,1-Day_TotalArea_km2,1-Day_perc_Area,1-Day_CS_TotalArea_km2,1-Day_CS_perc_Area,2-Day_TotalArea_km2,2-Day_perc_Area,3-Day_TotalArea_km2,3-Day_perc_Area,DFO_area_1day_score,DFO_percarea_1day_score,DFO_area_2day_score,DFO_percarea_2day_score,DFO_area_3day_score,DFO_percarea_3day_score,DFOTotal_Score,onedayFlood_Area_km,onedayperc_Area,fivedayFlood_Area_km,fivedayperc_Area,VIIRS_area_1day_score,VIIRS_percarea_1day_score,VIIRS_area_5day_score,VIIRS_percarea_5day_score,VIIRSTotal_Score,Totalpop,VIIRS_impactpop,VIIRS_impactpop_percent,Severity,Alert
111011,0.0,1894.935871,EGY,Egypt,As Suways,4.180674079,0.0,0.55,0.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.047337895180439,,,,,,,,,,,83.61348158,0.0,1.812,0.096,1.688,0.089,0.062,0.003,0.0,0.0,0.01688,0.089,0.0009299999999999,0.0045,0.0,0.0,0.11131,0.0,0.0,18.421875,0.9721635057658397,0.0,0.0,0.644765625,3.4025722701804386,4.047337895180439,326082,,,0.0809965525082072,Information
111013,2.0,895.121761,EGY,Egypt,As Suways,4.008111796,0.0,0.55,0.63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,11.981482241174644,,,,,,,,,,,80.16223592,0.0,2.0,0.223,1.938,0.216,0.25,0.028,0.25,0.028,0.0193799999999999,0.216,0.00375,0.042,0.00625,0.07,0.35738,0.0,0.0,28.125,3.142030640335612,0.0,0.0,0.984375,10.997107241174644,11.981482241174644,8152,,,0.3070516067612809,Information
111015,4.0,16672.32333,EGY,Egypt,Al Bahr al Ahmar,4.159506062,1.332958752,0.55,0.63,4.0,,,,,,,,,,,,,,,,,,,,,,,,,8.574783876171148,,,,,,,,,,,83.19012124,26.65917504,5.5,0.033,5.312,0.032,0.312,0.002,0.375,0.002,0.05312,0.032,0.00468,0.003,0.009375,0.005,0.107175,0.0,0.0,153.140625,0.9185320003346138,0.0,0.0,5.359921875,3.214862001171148,8.574783876171148,292552,,,0.2504288131988445,Information
111019,8.0,6579.747718,EGY,Egypt,Al Bahr al Ahmar,4.101170927,0.0,0.55,0.63,8.0,,,,,,,,,,,,,,,,,,,,,,,,,4.737646127608127,,,,,,,,,,,82.02341854,0.0,4.5,0.068,4.438,0.067,0.5,0.008,0.125,0.002,0.0443799999999999,0.067,0.0075,0.012,0.003125,0.005,0.139005,0.0,0.0,53.71875,0.8164256793166076,0.0,0.0,1.88015625,2.857489877608127,4.737646127608127,1847,,,0.091179056196646,Information
171000,3130.0,16410.89801,EGY,Egypt,Al Buhayrah,4.000368882,3.233220159,0.55,0.63,3130.0,,,,,,,,,,,,,,,,,,,,,,,,,13.22811228218385,,,,,,,,,,,80.00737764,64.66440318,47.125,0.287,47.0,0.286,31.562,0.192,25.688,0.157,0.47,0.286,0.47343,0.288,0.6422,0.3925,2.55213,0.0,0.0,234.84375,1.431023152052529,0.0,0.0,8.21953125,5.008581032183852,13.22811228218385,10195868,,,0.3397963319174026,Information
172111,3132.0,25391.76841,EGY,Egypt,Bani Suwayf,3.367829483,0.004255481,0.55,0.63,3132.0,,,,,,,,,,,,,,,,,,,,,,,,,9.371100472839302,,,,,,,,,,,67.35658966,0.08510962,20.312,0.08,20.188,0.08,1.625,0.006,0.875,0.003,0.2018799999999999,0.08,0.024375,0.009,0.021875,0.0075,0.3446299999999999,0.0,0.0,192.09375,0.7565197779540863,0.0,0.0,6.72328125,2.6478192228393023,9.371100472839302,28310172,,,0.1060132448571262,Information
172113,3134.0,18622.80589,EGY,Egypt,Asyut,3.470353853,0.0,0.55,0.63,3134.0,3134.0,1.0,6.0,100.0,-9999.0,-9999.0,3.0,5.0,10.0,-999.9,-999.9,-2953.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2953.7,6.687286557570559,,,,,,,,,,,69.40707706,0.0,10.562,0.057,10.438,0.056,1.562,0.008,0.875,0.005,0.10438,0.056,0.02343,0.012,0.021875,0.0125,0.230185,0.0,0.0,124.3125,0.667528302163017,0.0,0.0,4.3509375,2.336349057570559,6.687286557570559,9423649,,,0.0641850814517312,Information
172131,3151.0,23966.5212,EGY,Egypt,Aswan,1.249617217,0.0,0.55,0.63,3151.0,,,,,,,,,,,,,,,,,,,,,,,,,29.5134292808576,,,,,,,,,,,24.99234434,0.0,5.938,0.025,5.812,0.024,1.75,0.007,0.312,0.001,0.05812,0.024,0.02625,0.0105,0.0078,0.0025,0.1291699999999999,0.0,0.0,594.984375,2.4825646159593124,0.0,0.0,20.824453125,8.688976155857594,29.5134292808576,8734,,,0.1754758754743406,Information
173000,3493.0,20982.76472,EGY,Egypt,Ash Sharqiyah,4.035599734,0.044428853,0.55,0.63,3493.0,,,,,,,,,,,,,,,,,,,,,,,,,46.88296608784543,,,,,,,,,,3.0,80.71199468,0.8885770599999999,66.688,0.318,66.0,0.315,44.125,0.21,23.5,0.112,0.66,0.315,0.661875,0.315,0.5875,0.28,2.819375,0.0,0.0,907.171875,4.323414417955835,0.0,0.0,31.751015625,15.131950462845422,46.88296608784543,31237808,312957.0,1.0018532670410165,0.8127756112094726,Warning
211012,3575.0,6278.319166,EGY,Egypt,Al Isma`iliyah,4.027328926,0.0,0.55,0.63,3575.0,,,,,,,,,,,,,,,,,,,,,,,,,19.358973714618656,,,,,,,,,,,80.54657852,0.0,5.375,0.086,5.375,0.086,1.188,0.019,0.438,0.007,0.05375,0.086,0.01782,0.0284999999999999,0.01095,0.0175,0.21452,0.0,0.0,213.328125,3.397854097033902,0.0,0.0,7.466484375,11.892489339618656,19.358973714618656,1336033,,,0.4980583969457843,Advisory
211013,3576.0,7778.241552,EGY,Egypt,Shamal Sina'',4.053340871,0.0,0.55,0.63,3576.0,,,,,,,,,,,,,,,,,,,,,,,,,17.63940837470118,,,,,,,,,,,81.06681741999999,0.0,17.5,0.225,17.312,0.223,4.625,0.059,3.688,0.047,0.17312,0.223,0.069375,0.0885,0.0922,0.1175,0.763695,0.0,0.0,220.5,2.8348309642003366,0.0,0.0,7.7175,9.92190837470118,17.63940837470118,254526,,,0.4717862005359186,Advisory
295102,5418.0,16249.09606,EGY,Egypt,Ash Sharqiyah,2.771085374,0.0,0.55,0.63,5418.0,,,,,,,,,,,,,,,,,,,,,,,,,9.692134482974788,,,,,,,,,,,55.42170748,0.0,5.562,0.034,5.562,0.034,4.438,0.027,3.562,0.022,0.05562,0.034,0.06657,0.0405,0.0890499999999999,0.0549999999999999,0.34074,0.0,0.0,171.421875,1.0549625308499393,0.0,0.0,5.999765625,3.6923688579747873,9.692134482974788,909316,,,0.0635133569112212,Information
295105,5421.0,12364.99549,EGY,Egypt,Ash Sharqiyah,3.467266255,0.799726958,0.55,0.63,5421.0,,,,,,,,,,,,,,,,,,,,,,,,,34.88837132398248,,,,,,,,,,,69.3453251,15.99453916,15.938,0.129,15.625,0.126,5.625,0.045,5.0,0.04,0.15625,0.126,0.084375,0.0675,0.125,0.1,0.659125,0.0,0.0,551.109375,4.457012342566422,0.0,0.0,19.288828125,15.599543198982476,34.88837132398248,3236961,,,0.5514669237763543,Advisory
295107,5423.0,18003.4226,EGY,Egypt,Ash Sharqiyah,0.865835589,1.065961788,0.55,0.63,5423.0,,,,,,,,,,,,,,,,,,,,,,,,,19.39196452818735,,,,,,,,,,,17.31671178,21.31923576,8.188,0.045,5.375,0.03,2.438,0.014,0.625,0.003,0.05375,0.03,0.03657,0.021,0.015625,0.0075,0.1644449999999999,0.0,0.0,356.203125,1.9785300437678148,0.0,0.0,12.467109375,6.924855153187352,19.39196452818735,6449082,,,0.080675848024057,Information
296909,5510.0,23706.8423,EGY,Egypt,Janub Sina',4.137546746,0.0,0.55,0.63,5510.0,,,,,,,,,,,,,,,,,,,,,,,,,4.877617231891411,,,,,,,,,,,82.75093491999999,0.0,6.188,0.026,5.438,0.023,1.688,0.007,0.375,0.002,0.05438,0.023,0.02532,0.0105,0.009375,0.005,0.127575,0.0,0.0,98.015625,0.4134486733975459,0.0,0.0,3.430546875,1.4470703568914105,4.877617231891411,483905,,,0.1032764216299749,Information
111050,20.0,16232.23619,SDN,Sudan,Red Sea,4.193406948,3.139393724,0.28,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,14.45248301890383,,,,,,,,,,,83.86813896,62.78787448,8.562,0.053,8.5,0.052,0.875,0.005,0.0,0.0,0.085,0.052,0.013125,0.0075,0.0,0.0,0.157625,0.0,0.0,255.515625,1.5741246125439516,0.0,0.0,8.943046875,5.509436143903831,14.45248301890383,102610,,,0.4562324339694354,Advisory
111070,22.0,11245.65671,SDN,Sudan,Red Sea,4.348485206,0.088554359,0.28,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,8.033959908865663,,,,,,,,,,,86.96970412,1.77108718,16.562,0.147,14.688,0.131,7.938,0.071,2.75,0.024,0.14688,0.131,0.11907,0.1064999999999999,0.06875,0.06,0.6321999999999999,0.0,0.0,121.5,1.0804171168187606,0.0,0.0,4.2525,3.781459908865662,8.033959908865663,1032799,,,0.3143350461277839,Information
162969,3126.0,4324.534505,SDN,Sudan,North Darfur,1.437221699,0.0,0.28,1.0,3126.0,,,,,,,,,,,,,,,,,,,,,,,,,0.13888,,,,,,,,,,,28.74443398,0.0,7.312,0.169,4.188,0.097,0.0,0.0,0.0,0.0,0.04188,0.097,0.0,0.0,0.0,0.0,0.13888,,,,,,,,,,693238,,,2.1820161191924459e-10,Information
172139,3159.0,19327.56952,SDN,Sudan,Northern,4.162059566,0.0,0.28,1.0,3159.0,3159.0,0.0,29.0,-9999.0,-9999.0,-9999.0,0.0,1.0,-999.9,-999.9,-999.9,-5997.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5997.4,3.4952259953072087,,,,,,,,,,,83.24119132,0.0,,,,,,,,,,,,,,,,0.0,0.0,65.8125,0.3405109986592026,0.0,0.0,2.3034375,1.191788495307209,3.4952259953072087,400001,,,0.0584958997824102,Information
172193,3192.0,35821.36512,SDN,Sudan,River Nile,4.098831315,0.0,0.28,1.0,3192.0,3192.0,0.0,30.0,-9999.0,-9999.0,-9999.0,0.0,1.0,-999.9,-999.9,-999.9,-5997.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5997.4,12.421772078501473,,,,,,,,,,,81.97662629999999,0.0,,,,,,,,,,,,,,,,0.0,0.0,277.453125,0.7745464867147065,0.0,0.0,9.710859375,2.7109127035014726,12.421772078501473,210468,,,0.3548650088806286,Advisory
172250,3211.0,20434.64385,SDN,Sudan,Kassala,2.064343345,0.0,0.28,1.0,3211.0,3211.0,0.0,30.0,-9999.0,-9999.0,-9999.0,0.0,1.0,-999.9,-999.9,-999.9,-5997.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5997.4,0.5131327937961117,,,,,,,,,,,41.28686690000001,0.0,,,,,,,,,,,,,,,,0.0,0.0,9.84375,0.0481718696560319,0.0,0.0,0.34453125,0.1686015437961116,0.5131327937961117,683240,,,1.0692028022736203e-06,Information
172263,3214.0,1759.036067,SDN,Sudan,Al Qadarif,0.764434133,0.0,0.28,1.0,3214.0,3214.0,0.0,30.0,-9999.0,-9999.0,-9999.0,0.0,1.0,-999.9,-999.9,-999.9,-5997.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5997.4,10.715305,,,,,,,,,,,15.28868266,0.0,61.25,3.482,61.25,3.482,30.812,1.752,21.125,1.201,0.6125,3.482,0.46218,2.628,0.528125,3.0025000000000004,10.715305,0.0,0.0,20.671875,1.1751819869072304,0.0,0.0,0.723515625,4.113136954175307,4.836652579175307,44353,,,0.0193399499407084,Information
172264,3215.0,1023.935366,SDN,Sudan,Al Qadarif,2.949061828,0.0,0.28,1.0,3215.0,,,,,,,,,,,,,,,,,,,,,,,,,0.601925,,,,,,,,,,,58.98123656,0.0,3.25,0.317,3.25,0.317,0.625,0.061,0.562,0.055,0.0325,0.317,0.009375,0.0915,0.01405,0.1375,0.601925,0.0,0.0,0.5625,0.054935108070009,0.0,0.0,0.0196875,0.1922728782450315,0.2119603782450315,17563,,,1.2125914725888596e-05,Information
172265,3216.0,800.4067008,SDN,Sudan,Al Qadarif,1.137862315,0.0,0.28,1.0,3216.0,,,,,,,,,,,,,,,,,,,,,,,,,2.5515700000000003,,,,,,,,,,,22.7572463,0.0,14.25,1.78,14.25,1.78,1.438,0.18,1.0,0.125,0.1425,1.78,0.02157,0.27,0.025,0.3125,2.5515700000000003,0.0,0.0,1.546875,0.1932611256829361,0.0,0.0,0.054140625,0.6764139398902763,0.7305545648902763,23988,,,0.0003245236219384,Information
172267,3218.0,4756.638439,SDN,Sudan,Al Qadarif,2.494441651,0.0,0.28,1.0,3218.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6107702382944385,,,,,,,,,,,49.88883301999999,0.0,13.625,0.286,13.188,0.277,1.062,0.022,0.0,0.0,0.13188,0.277,0.01593,0.033,0.0,0.0,0.45781,0.0,0.0,5.625,0.1182557823698396,0.0,0.0,0.196875,0.4138952382944386,0.6107702382944385,140183,,,5.233882513131914e-06,Information
