pfaf_id,FID,area_km2,ISO,Admin0,Admin1,rfr_score,cfr_score,Resilience_Index, NormalizedLackofResilience ,FID_x,FID_y,Alert_level,Days_until_peak,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_Score,PeakArrivalScore,TwoYScore,FiveYScore,TwtyYScore,Sum_Score_x,GFMS_TotalArea_km,GFMS_perc_Area,GFMS_MeanDepth,GFMS_MaxDepth,GFMS_Duration,GFMS_area_score,GFMS_perc_area_score,MeanD_Score,MaxD_Score,Duration_Score,Sum_Score_y,MOM_Score,Hazard_Score,Scaled_Riverine_Risk,Scaled_Coastal_Risk,Flag,1-Day_TotalArea_km2,1-Day_perc_Area,1-Day_CS_TotalArea_km2,1-Day_CS_perc_Area,2-Day_TotalArea_km2,2-Day_perc_Area,3-Day_TotalArea_km2,3-Day_perc_Area,DFO_area_1day_score,DFO_percarea_1day_score,DFO_area_2day_score,DFO_percarea_2day_score,DFO_area_3day_score,DFO_percarea_3day_score,DFOTotal_Score,onedayFlood_Area_km,onedayperc_Area,fivedayFlood_Area_km,fivedayperc_Area,VIIRS_area_1day_score,VIIRS_percarea_1day_score,VIIRS_area_5day_score,VIIRS_percarea_5day_score,VIIRSTotal_Score,Totalpop,VIIRS_impactpop,VIIRS_impactpop_percent,Severity,Alert
111011,0.0,1894.935871,EGY,Egypt,As Suways,4.180674079,0.0,0.55,0.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.109129313427468,83.61348158,0.0,,2.0,0.106,1.688,0.089,1.312,0.069,0.75,0.04,0.01688,0.089,0.01968,0.1035,0.01875,0.1,0.34781,0.0,0.0,18.703125,0.9870056966935624,0.0,0.0,0.654609375,3.4545199384274685,4.109129313427468,326082,,,0.0832944505320866,Information
111013,2.0,895.121761,EGY,Egypt,As Suways,4.008111796,0.0,0.55,0.63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,20.967593922055624,80.16223592,0.0,,3.688,0.412,3.312,0.37,2.688,0.3,1.75,0.196,0.03312,0.37,0.04032,0.4499999999999999,0.04375,0.49,1.42719,0.0,0.0,49.21875,5.498553620587321,0.0,0.0,1.72265625,19.244937672055624,20.967593922055624,8152,,,0.5220863981441388,Advisory
111015,4.0,16672.32333,EGY,Egypt,Al Bahr al Ahmar,4.159506062,1.332958752,0.55,0.63,4.0,,,,,,,,,,,,,,,,,,,,,,,,,59.37272789868595,83.19012124,26.65917504,3.0,17.875,0.107,16.312,0.098,12.25,0.073,7.438,0.045,0.16312,0.098,0.18375,0.1094999999999999,0.1859499999999999,0.1124999999999999,0.8528199999999999,0.0,0.0,1161.0,6.9636365424817,0.0,0.0,35.0,24.372727898685948,59.37272789868595,292552,56832.0,19.42629002707211,0.8965019025302627,Warning
111017,6.0,8665.540548,EGY,Egypt,Al Bahr al Ahmar,4.007958344,0.0,0.55,0.63,6.0,,,,,,,,,,,,,,,,,,,,,,,,,18.478762326455893,80.15916688000001,0.0,,6.25,0.072,5.5,0.063,2.375,0.027,1.75,0.02,0.055,0.063,0.035625,0.0405,0.04375,0.05,0.287875,0.0,0.0,245.109375,2.828552628987398,0.0,0.0,8.578828125,9.899934201455892,18.478762326455893,50483,,,0.4716511243469659,Advisory
111019,8.0,6579.747718,EGY,Egypt,Al Bahr al Ahmar,4.101170927,0.0,0.55,0.63,8.0,,,,,,,,,,,,,,,,,,,,,,,,,19.917957279944112,82.02341854,0.0,,7.25,0.11,6.0,0.091,3.812,0.058,2.062,0.031,0.06,0.091,0.05718,0.087,0.0515499999999999,0.0775,0.42423,0.0,0.0,225.84375,3.4324074371268893,0.0,0.0,7.90453125,12.013426029944112,19.917957279944112,1847,,,0.5408406583509824,Advisory
158650,2805.0,28654.40401,EGY,Egypt,Matrouh,0.010599425,0.0,0.55,0.63,2805.0,,,,,,,,,,,,,,,,,,,,,,,,,1.912188355616943,0.2119885,0.0,,18.5,0.065,11.875,0.041,5.875,0.021,2.688,0.009,0.11875,0.041,0.088125,0.0315,0.0672,0.0225,0.3690750000000001,0.0,0.0,40.5,0.1413395301762694,0.0,0.0,1.4175,0.4946883556169429,1.912188355616943,28546,,,3.82993943491429e-05,Information
158670,2807.0,14356.97351,EGY,Egypt,Matrouh,1.202441142,0.0,0.55,0.63,2807.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1439619298976156,24.04882284,0.0,,44.062,0.307,8.062,0.056,0.188,0.001,0.0,0.0,0.08062,0.056,0.00282,0.0015,0.0,0.0,0.1409399999999999,0.0,0.0,19.265625,0.134190015685033,0.0,0.0,0.674296875,0.4696650548976155,1.1439619298976156,0,,,1.3607922356063389e-05,Information
158680,2808.0,17999.95227,EGY,Egypt,Matrouh,0.220953716,0.0,0.55,0.63,2808.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1990626885166367,4.41907432,0.0,,19.5,0.108,8.188,0.045,0.312,0.002,0.188,0.001,0.08188,0.045,0.00468,0.003,0.0046999999999999,0.0025,0.14176,0.0,0.0,3.65625,0.0203125538618962,0.0,0.0,0.12796875,0.0710939385166367,0.1990626885166367,3238,,,3.326886311258129e-10,Information
158902,2828.0,16477.27504,EGY,Egypt,Matrouh,0.048308268,0.0,0.55,0.63,2828.0,,,,,,,,,,,,,,,,,,,,,,,,,3.717203466391183,0.96616536,0.0,,481.562,2.923,96.562,0.586,37.25,0.226,1.375,0.008,0.96562,0.586,0.55875,0.339,0.034375,0.02,2.5037449999999994,0.0,0.0,66.09375,0.4011206332546237,0.0,0.0,2.31328125,1.403922216391183,3.717203466391183,0,,,0.000514473309548,Information
171000,3130.0,16410.89801,EGY,Egypt,Al Buhayrah,4.000368882,3.233220159,0.55,0.63,3130.0,,,,,,,,,,,,,,,,,,,,,,,,,10.859725711900634,80.00737764,64.66440318,,294.125,1.792,101.812,0.62,71.125,0.433,47.125,0.287,1.01812,0.62,1.066875,0.6495,1.178125,0.7174999999999999,5.25012,0.0,0.0,192.796875,1.1748100248287527,0.0,0.0,6.747890625,4.111835086900634,10.859725711900634,10195868,,,0.2708307980624056,Information
