pfaf_id,FID,area_km2,ISO,Admin0,Admin1,rfr_score,cfr_score,Resilience_Index, NormalizedLackofResilience ,FID_x,FID_y,Alert_level,Days_until_peak,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_Score,PeakArrivalScore,TwoYScore,FiveYScore,TwtyYScore,Sum_Score_x,GFMS_TotalArea_km,GFMS_perc_Area,GFMS_MeanDepth,GFMS_MaxDepth,GFMS_Duration,GFMS_area_score,GFMS_perc_area_score,MeanD_Score,MaxD_Score,Duration_Score,Sum_Score_y,MOM_Score,Hazard_Score,Scaled_Riverine_Risk,Scaled_Coastal_Risk,Flag,1-Day_TotalArea_km2,1-Day_perc_Area,1-Day_CS_TotalArea_km2,1-Day_CS_perc_Area,2-Day_TotalArea_km2,2-Day_perc_Area,3-Day_TotalArea_km2,3-Day_perc_Area,DFO_area_1day_score,DFO_percarea_1day_score,DFO_area_2day_score,DFO_percarea_2day_score,DFO_area_3day_score,DFO_percarea_3day_score,DFOTotal_Score,onedayFlood_Area_km,onedayperc_Area,fivedayFlood_Area_km,fivedayperc_Area,VIIRS_area_1day_score,VIIRS_percarea_1day_score,VIIRS_area_5day_score,VIIRS_percarea_5day_score,VIIRSTotal_Score,Totalpop,VIIRS_impactpop,VIIRS_impactpop_percent,Severity,Alert
111011,0.0,1894.935871,EGY,Egypt,As Suways,4.180674079,0.0,0.55,0.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.707485094821776,83.61348158,0.0,,2.875,0.152,2.812,0.148,1.375,0.073,1.062,0.056,0.02812,0.148,0.020625,0.1094999999999999,0.02655,0.14,0.472795,0.0,0.0,16.875,0.8905314556633644,0.0,0.0,0.590625,3.116860094821776,3.707485094821776,326082,,,0.0686256519208573,Information
111013,2.0,895.121761,EGY,Egypt,As Suways,4.008111796,0.0,0.55,0.63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,13.359352698909726,80.16223592,0.0,,6.25,0.698,5.188,0.58,5.0,0.559,2.875,0.321,0.0518799999999999,0.58,0.075,0.8385,0.071875,0.8025,2.419755,0.0,0.0,31.359375,3.5033641639742075,0.0,0.0,1.097578125,12.261774573909726,13.359352698909726,8152,,,0.3462846714263883,Information
111015,4.0,16672.32333,EGY,Egypt,Al Bahr al Ahmar,4.159506062,1.332958752,0.55,0.63,4.0,,,,,,,,,,,,,,,,,,,,,,,,,9.692891599234787,83.19012124,26.65917504,,46.812,0.281,41.25,0.247,36.875,0.221,17.5,0.105,0.4125,0.247,0.553125,0.3315,0.4375,0.2625,2.2441250000000004,0.0,0.0,173.109375,1.038303849781368,0.0,0.0,6.058828125,3.634063474234788,9.692891599234787,292552,,,0.2909628876442842,Information
111017,6.0,8665.540548,EGY,Egypt,Al Bahr al Ahmar,4.007958344,0.0,0.55,0.63,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2.364179001032509,80.15916688000001,0.0,,21.25,0.245,19.438,0.224,15.438,0.178,7.75,0.089,0.19438,0.224,0.23157,0.267,0.19375,0.2224999999999999,1.3332,0.0,0.0,31.359375,0.361885964580717,0.0,0.0,1.097578125,1.2666008760325094,2.364179001032509,50483,,,0.0166971142097312,Information
111019,8.0,6579.747718,EGY,Egypt,Al Bahr al Ahmar,4.101170927,0.0,0.55,0.63,8.0,,,,,,,,,,,,,,,,,,,,,,,,,2.5176496437289257,82.02341854,0.0,,24.562,0.373,22.625,0.344,17.0,0.258,8.938,0.136,0.22625,0.344,0.255,0.387,0.22345,0.34,1.7757000000000005,0.0,0.0,28.546875,0.4338597196368359,0.0,0.0,0.999140625,1.5185090187289256,2.5176496437289257,1847,,,0.024664089210034,Information
158650,2805.0,28654.40401,EGY,Egypt,Matrouh,0.010599425,0.0,0.55,0.63,2805.0,,,,,,,,,,,,,,,,,,,,,,,,,2.403514530324074,0.2119885,0.0,,1.188,0.004,1.125,0.004,2.625,0.009,3.625,0.013,0.01125,0.004,0.039375,0.0134999999999999,0.090625,0.0325,0.19125,0.0,0.0,50.90625,0.1776559372354497,0.0,0.0,1.78171875,0.6217957803240739,2.403514530324074,28546,,,9.72264723567377e-05,Information
171000,3130.0,16410.89801,EGY,Egypt,Al Buhayrah,4.000368882,3.233220159,0.55,0.63,3130.0,,,,,,,,,,,,,,,,,,,,,,,,,22.20716026842242,80.00737764,64.66440318,,145.938,0.889,126.75,0.772,126.875,0.773,111.062,0.677,1.2675,0.772,1.903125,1.1595,2.77655,1.6925,9.571175000000002,181.96875,1.1088287178179477,316.265625,1.927168304770142,2.72953125,1.6632430767269215,11.069296875,6.745089066695497,22.20716026842242,10195868,,,0.5418325075308409,Advisory
172110,3131.0,9518.321586,EGY,Egypt,Al Fayyum,4.221059261,0.0,0.55,0.63,3131.0,,,,,,,,,,,,,,,,,,,,,,,,,4.006850899068702,84.42118522,0.0,,11.688,0.123,10.562,0.111,7.0,0.074,6.25,0.066,0.1056199999999999,0.111,0.105,0.1109999999999999,0.15625,0.165,0.75387,0.0,0.0,55.828125,0.5865332925910577,0.0,0.0,1.953984375,2.052866524068702,4.006850899068702,3437058,,,0.0872467021305756,Information
172111,3132.0,25391.76841,EGY,Egypt,Bani Suwayf,3.367829483,0.004255481,0.55,0.63,3132.0,3132.0,1.0,5.0,100.0,-9999.0,-9999.0,3.0,6.0,10.0,-999.9,-999.9,-3961.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3961.6,11.153785241726007,67.35658966,0.08510962,,16.312,0.064,16.25,0.064,5.938,0.023,6.438,0.025,0.1625,0.064,0.08907,0.0345,0.1609499999999999,0.0625,0.57352,38.671875,0.1523008337755298,212.0625,0.8351623903036327,0.580078125,0.2284512506632947,7.4221875,2.9230683660627146,11.153785241726007,28310172,,,0.1414418013056458,Information
172113,3134.0,18622.80589,EGY,Egypt,Asyut,3.470353853,0.0,0.55,0.63,3134.0,,,,,,,,,,,,,,,,,,,,,,,,,8.979422108412052,69.40707706,0.0,,14.125,0.076,14.062,0.076,2.812,0.015,3.812,0.02,0.14062,0.076,0.04218,0.0225,0.0953,0.05,0.4266,0.0,0.0,166.921875,0.8963304238320149,0.0,0.0,5.842265625,3.137156483412052,8.979422108412052,9423649,,,0.1101307293882952,Information
172115,3136.0,12900.15886,EGY,Egypt,Suhaj,3.693633873,0.0,0.55,0.63,3136.0,,,,,,,,,,,,,,,,,,,,,,,,,6.753882648705981,73.87267746,0.0,,18.625,0.144,18.625,0.144,5.062,0.039,5.0,0.039,0.18625,0.144,0.07593,0.0584999999999999,0.125,0.0975,0.68718,0.0,0.0,108.703125,0.8426495067731375,0.0,0.0,3.804609375,2.949273273705981,6.753882648705981,3262549,,,0.0880495313722679,Information
172117,3138.0,37158.6911,EGY,Egypt,Aswan,4.012574421,0.0,0.55,0.63,3138.0,,,,,,,,,,,,,,,,,,,,,,,,,7.227120130040683,80.25148842,0.0,,25.125,0.068,24.75,0.067,5.75,0.015,5.438,0.015,0.2475,0.067,0.08625,0.0225,0.13595,0.0375,0.5967,0.0,0.0,162.703125,0.4378602157259096,0.0,0.0,5.694609375,1.5325107550406836,7.227120130040683,5190727,,,0.157391253232614,Information
172119,3140.0,19719.32651,EGY,Egypt,Aswan,4.230900174,0.0,0.55,0.63,3140.0,,,,,,,,,,,,,,,,,,,,,,,,,22.09032770118251,84.61800348,0.0,3.0,94.25,0.478,94.25,0.478,28.25,0.143,25.125,0.127,0.9425,0.478,0.42375,0.2144999999999999,0.628125,0.3175,3.0043750000000005,0.0,0.0,418.78125,2.123709700337859,0.0,0.0,14.65734375,7.432983951182507,22.09032770118251,560460,42089.0,7.51,0.6413023446806254,Watch
172121,3141.0,4936.738826,EGY,Egypt,Aswan,4.079484133,0.0,0.55,0.63,3141.0,,,,,,,,,,,,,,,,,,,,,,,,,10.483803549854022,81.58968266000001,0.0,,16.625,0.337,16.375,0.332,4.312,0.087,2.875,0.058,0.16375,0.332,0.06468,0.1305,0.071875,0.145,0.907805,0.0,0.0,99.0,2.005372442815435,0.0,0.0,3.465,7.018803549854022,10.483803549854022,0,,,0.2866903119920884,Information
172131,3151.0,23966.5212,EGY,Egypt,Aswan,1.249617217,0.0,0.55,0.63,3151.0,,,,,,,,,,,,,,,,,,,,,,,,,35.47749972168322,24.99234434,0.0,,141.75,0.591,140.812,0.588,73.0,0.305,54.875,0.229,1.40812,0.588,1.095,0.4575,1.371875,0.5725,5.492995,0.0,0.0,715.21875,2.9842409919094925,0.0,0.0,25.03265625,10.444843471683225,35.47749972168322,8734,,,0.2270215843352365,Advisory
173000,3493.0,20982.76472,EGY,Egypt,Ash Sharqiyah,4.035599734,0.044428853,0.55,0.63,3493.0,,,,,,,,,,,,,,,,,,,,,,,,,58.33039581268506,80.71199468,0.8885770599999999,3.0,578.312,2.756,567.812,2.706,518.875,2.473,444.125,2.117,5.67812,2.706,7.783125,3.7095,11.103125,5.2925,36.27237,580.5,2.7665563040337444,879.890625,4.193396994752699,8.7075,4.149834456050616,30.796171875,14.676889481634444,58.33039581268506,31237808,209866.0,0.67,0.8657751775091225,Warning
