pfaf_id,FID,area_km2,ISO,Admin0,Admin1,rfr_score,cfr_score,Resilience_Index, NormalizedLackofResilience ,FID_x,FID_y,Alert_level,Days_until_peak,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_Score,PeakArrivalScore,TwoYScore,FiveYScore,TwtyYScore,Sum_Score_x,GFMS_TotalArea_km,GFMS_perc_Area,GFMS_MeanDepth,GFMS_MaxDepth,GFMS_Duration,GFMS_area_score,GFMS_perc_area_score,MeanD_Score,MaxD_Score,Duration_Score,Sum_Score_y,MOM_Score,Hazard_Score,Scaled_Riverine_Risk,Scaled_Coastal_Risk,Flag,1-Day_TotalArea_km2,1-Day_perc_Area,1-Day_CS_TotalArea_km2,1-Day_CS_perc_Area,2-Day_TotalArea_km2,2-Day_perc_Area,3-Day_TotalArea_km2,3-Day_perc_Area,DFO_area_1day_score,DFO_percarea_1day_score,DFO_area_2day_score,DFO_percarea_2day_score,DFO_area_3day_score,DFO_percarea_3day_score,DFOTotal_Score,onedayFlood_Area_km,onedayperc_Area,fivedayFlood_Area_km,fivedayperc_Area,VIIRS_area_1day_score,VIIRS_percarea_1day_score,VIIRS_area_5day_score,VIIRS_percarea_5day_score,VIIRSTotal_Score,Totalpop,VIIRS_impactpop,VIIRS_impactpop_percent,Severity,Alert
111011,0.0,1894.935871,EGY,Egypt,As Suways,4.180674079,0.0,0.55,0.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.698657749357914,83.61348158,0.0,,1.438,0.076,0.688,0.036,0.312,0.016,0.312,0.016,0.00688,0.036,0.00468,0.024,0.0078,0.04,0.11936,7.453125,0.3933180595846526,13.640625,0.719846259994553,0.111796875,0.5899770893769789,0.477421875,2.519461909980936,3.698657749357914,326082,,,0.0683109949789796,Information
111013,2.0,895.121761,EGY,Egypt,As Suways,4.008111796,0.0,0.55,0.63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,14.985411003069144,80.16223592,0.0,,4.0,0.447,3.75,0.419,1.312,0.147,0.875,0.098,0.0375,0.419,0.01968,0.2204999999999999,0.021875,0.245,0.963555,14.484375,1.6181457797728405,28.96875,3.236291559545681,0.217265625,2.427218669659261,1.01390625,11.327020458409883,14.985411003069144,8152,,,0.3895430236909326,Advisory
111015,4.0,16672.32333,EGY,Egypt,Al Bahr al Ahmar,4.159506062,1.332958752,0.55,0.63,4.0,,,,,,,,,,,,,,,,,,,,,,,,,9.434174520457486,83.19012124,26.65917504,,31.25,0.187,27.75,0.166,13.562,0.081,11.25,0.067,0.2775,0.166,0.20343,0.1215,0.28125,0.1675,1.21718,30.234375,0.1813447016271276,155.53125,0.9328708837190842,0.453515625,0.2720170524406914,5.44359375,3.265048093016795,9.434174520457486,292552,,,0.2817576320877395,Information
111017,6.0,8665.540548,EGY,Egypt,Al Bahr al Ahmar,4.007958344,0.0,0.55,0.63,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2.239987663374171,80.15916688000001,0.0,,21.75,0.251,20.0,0.231,7.312,0.084,6.062,0.07,0.2,0.231,0.10968,0.126,0.15155,0.175,0.99323,5.34375,0.061666666610167,27.421875,0.3164473681311202,0.08015625,0.0924999999152505,0.959765625,1.1075657884589205,2.239987663374171,50483,,,0.0145816618843582,Information
111019,8.0,6579.747718,EGY,Egypt,Al Bahr al Ahmar,4.101170927,0.0,0.55,0.63,8.0,,,,,,,,,,,,,,,,,,,,,,,,,3.1838257633925964,82.02341854,0.0,,23.562,0.358,21.312,0.324,11.312,0.172,8.812,0.134,0.21312,0.324,0.16968,0.258,0.2202999999999999,0.335,1.5201,4.5,0.0683916799427524,34.171875,0.5193493195652765,0.0675,0.1025875199141286,1.196015625,1.817722618478468,3.1838257633925964,1847,,,0.0417271006987039,Information
171000,3130.0,16410.89801,EGY,Egypt,Al Buhayrah,4.000368882,3.233220159,0.55,0.63,3130.0,,,,,,,,,,,,,,,,,,,,,,,,,20.4520873728136,80.00737764,64.66440318,,83.125,0.507,74.0,0.451,77.938,0.475,111.375,0.679,0.74,0.451,1.16907,0.7124999999999999,2.784375,1.6975000000000002,7.554444999999999,160.453125,0.9777230038873864,294.328125,1.793491890566433,2.406796875,1.4665845058310796,10.301484375,6.277221616982516,20.4520873728136,10195868,,,0.5090638373029478,Advisory
172110,3131.0,9518.321586,EGY,Egypt,Al Fayyum,4.221059261,0.0,0.55,0.63,3131.0,,,,,,,,,,,,,,,,,,,,,,,,,3.910248160588096,84.42118522,0.0,,0.0,0.0,0.0,0.0,1.938,0.02,2.625,0.028,0.0,0.0,0.02907,0.03,0.065625,0.07,0.194695,17.859375,0.1876315570757287,46.828125,0.4919788071355722,0.267890625,0.281447335613593,1.638984375,1.7219258249745026,3.910248160588096,3437058,,,0.0834380958905053,Information
172111,3132.0,25391.76841,EGY,Egypt,Bani Suwayf,3.367829483,0.004255481,0.55,0.63,3132.0,3132.0,1.0,8.0,100.0,-9999.0,-9999.0,3.0,3.0,10.0,-999.9,-999.9,-3967.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3967.6,10.243332162948796,67.35658966,0.08510962,,3.312,0.013,3.312,0.013,3.375,0.013,5.062,0.02,0.03312,0.013,0.050625,0.0195,0.12655,0.05,0.292795,57.796875,0.2276205188427009,185.203125,0.7293825384813556,0.866953125,0.3414307782640513,6.482109375,2.5528388846847445,10.243332162948796,28310172,,,0.123224824523724,Information
172115,3136.0,12900.15886,EGY,Egypt,Suhaj,3.693633873,0.0,0.55,0.63,3136.0,,,,,,,,,,,,,,,,,,,,,,,,,7.960869254009747,73.87267746,0.0,,0.062,0.0,0.062,0.0,1.75,0.014,2.0,0.016,0.00062,0.0,0.02625,0.021,0.05,0.04,0.13787,16.453125,0.1275420340135279,121.078125,0.9385785579969876,0.246796875,0.1913130510202918,4.237734375,3.2850249529894566,7.960869254009747,3262549,,,0.1173293810920408,Information
172117,3138.0,37158.6911,EGY,Egypt,Aswan,4.012574421,0.0,0.55,0.63,3138.0,,,,,,,,,,,,,,,,,,,,,,,,,8.512992473217448,80.25148842,0.0,,0.25,0.001,0.25,0.001,2.5,0.007,3.125,0.008,0.0025,0.001,0.0375,0.0105,0.078125,0.02,0.1496249999999999,41.625,0.1120195538935775,173.8125,0.4677573263934522,0.624375,0.1680293308403662,6.0834375,1.6371506423770827,8.512992473217448,5190727,,,0.2000382536354268,Information
